id,type,group1,group2,date,description
1313,all,9,75,2009-00-00,"The JRTN often contracted the 1920s Revolution Brigades, Ansar al-Islam, the Islamic Army in Iraq, Hamas Iraq, and even AQI to carry out attacks for it in the period from 2008-2011. In return the JRTN helped manage the intelligence collection, finances, and logistics of these groups."
1373,all,9,75,2013-06-00,"In the summer of 2013, the 1920s Revolution Brigade and the JRTN formally allied when they helped to found the General Military Council for Iraq’s Revolutionaries (GMCIR). "
1315,riv,1,75,2007-00-00,"The JRTN repeatedly denounced AQI, IS's predecessor, for targeting Iraqi citizens because of their sectarian affiliations. "
1375,riv,3,1,2008-00-00,"In 2008, an AQI leader accused the MA of issuing orders to kill AQI members and of participating in the Sunni Awakening. The Mujahideen Army rejected those claims as """"hideous slander"""" and in turn accused AQI of targeting members of the Mujahideen Army."
1319,riv,75,1,2015-00-00,"By early 2015, IS and the JRTN's  """"alliance of convenience"""" against the Iraqi government had disintegrated and a the two groups began to clash militarily in Northern Iraq.  Later in the spring of 2015, JRTN leadership released a series of statements condemning IS."
1401,riv,589,587,1994-00-00,The KDP and PUK fought each other in the Kurdish Civil War from 1994-1998.
1403,all,587,25,1997-00-00,The IMK and PUK signed a ceasefire agreement and have cooperated (not aligned) in the Kurdish Regional Government since 1998.
1405,all,589,587,1998-00-00,The PUK and KDP signed a truce in 1998 and jointly administered the Kurdish Regional Government until 2013 when the PUK lost a large portion of its electoral support.
1407,all,589,587,2013-00-00,The KDP and PUK have worked together since 2013 to combat the Islamic State (IS).  Together the KDP and PUK control the majority of the Iraqi Kurdish Peshmerga.
1409,all,589,25,1994-06-00,The IMK fought along side the KDP against the PUK in the Kurdish Civil War from 1994-1998.
1411,riv,589,591,1994-09-00,The PKK fought along side the PUK against the KDP in the Kurdish Civil War from 1994-1998.
1413,all,587,591,1995-00-00,The PKK fought along side the PUK against the KDP in the Kurdish Civil War from 1994-1998.
1415,riv,591,1,2014-06-00,The PKK joined the KDP and PUK in the fight against IS in summer 2014. PKK fighters were particularly active fighting IS in Kobani in September 2014.  
1417,all,591,589,2014-08-00,PKK fighters joined KDP peshmerga fighters fighting IS around Mount Sinjar while simultaneously helping to evacuate the region's Yazidi population. 
1435,riv,587,1,2014-00-00,"On August 8, 2014, the Islamic State invaded western Iraqi Kurdistan, taking the Mosul Dam, Makhmour, and Sinjar and signaling the start to the war between the Kurdish Regional Government and IS.  The next day the Kurdish army, primarily composed of the peshmerga forces loyal to the KDP and PUK, re-took Makhmour.  "
1419,all,591,589,2014-08-00,"PKK and KDP peshmerga militants fought IS around Mount Sinjar and simultaneously helped to evacuate the area's Yazidi population.  Despite their brief cooperation, reports surfaced of tensions between the PKK and KDP, which resulted in the temporary withdrawal of the KDP from the area surrounding Mount Sinjar."
1421,riv,25,573,1998-10-00,"In 1998, the IMK assassinated the leader of Kurdish Hamas, Hassan Sofi, who was a former member of the IMK."
1423,riv,589,13,2004-02-01,Ansar al-Islam carried out simultaneous suicide bomber attacks at the headquarters of the KDP and the PUK in Erbil.
1425,riv,587,13,2004-02-01,Ansar al-Islam carried out simultaneous suicide attacks at the headquarters of the KDP and the PUK in Arbil.
1429,riv,3,1,2014-04-00,"Although the MA had previously denounced IS, the two groups first came into military conflict outside of the town of Al-Karma in spring 2014."
1431,all,5,3,2014-02-22,"The Islamic Army of Iraq claimed that it and the Mujahideen Army coordinated an attack on government forces near Al-Karma on February 22, 2014.  "
1433,riv,589,1,2014-00-00,"The Islamic State's August 8, 2014 invasion of western Iraqi Kurdistan, in which they captured the Mosul Dam, Makhmour, and Sinjar,marked the start to the war between the Kurdish Regional Government and IS.  The next day the Kurdish peshmerga, primarily composed of the peshmerga forces loyal to the KDP and PUK, re-took Makhmour.  "
1437,riv,587,1,2014-00-00,"The Islamic State's August 8, 2014 invasion of western Iraqi Kurdistan, in which they captured the Mosul Dam, Makhmour, and Sinjar,marked the start to the war between the Kurdish Regional Government and IS.  The next day the Kurdish peshmerga, primarily composed of the peshmerga forces loyal to the KDP and PUK, re-took Makhmour.  "
1447,riv,57,1,2014-06-00,"Muqtada al-Sadr remobilized the Mahdi Army (now called the """"Peace Brigades"""") to fight with the Iraqi government against IS in June 2014."
1683,all,361,619,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1451,mer,573,585,1999-00-00,"The Islamic Unity Movement of Kurdistan (IUMK) was a Kurdish Islamist organization formed in 1999 by the merger of the Islamic Movement of Kurdistan (IMK), al-Nahda, and Kurdish Hamas."
1455,spl,585,25,2001-00-00,"The IUMK fragmented in 2001 when a large number of its members split off with Ali Bapir to form the Kurdistan Islamic Group and with Mullah Krekar to form the Reformist Group. Omar Barziani subsequently re-formed Kurdish Hamas with his followers, leaving Ali Abdul Aziz to re-form the IMK from the remaining members of the IUMK."
1457,mer,595,27,2001-06-00,Kurdish Hamas and Tawhid merged in summer 2001 to form the Al-Tawhid Islamic Front.
1461,mer,27,593,2001-09-00,The Al-Tawhid Islamic Front and the Second Soran Unit merged in September 2001 to form Jund al-Islam.
1463,all,593,21,2001-09-00,"When Jund al-Islam formed in September 2001, roughly 60 of its estimated 400 fighters were trained by Al-Qaeda operatives in Afghanistan."
1465,riv,593,25,2001-10-00,"In Autumn 2001, Jund al-Islam clashed with the Islamic Movement of Kurdistan (IMK) and eventually wrested the Howraman region of Iraq from its control."
1467,all,593,583,2001-11-00,"In Autumn 2001, Jund al-Islam signed a ceasefire agreement with Ali Bapir’s Kurdistan Islamic Group.  "
1473,all,405,57,2005-00-00,"Although previously uncooperative, the Mahdi Army and SCIRI worked together in the 2005 election and both joined the Iraqi Union Alliance coalition. The Mahdi Army’s participation in the coalition was crucial to its success and ultimately resulted in the ascension of Nouri al-Maliki as prime minister. However, by 2006 Sadr and the Mahdi Army had begun to openly oppose the Iraqi government."
1469,riv,25,31,1998-05-00,"Shortly after it split from the IMK in 1998, the Second Soran Unit wrested the city of Biyara from IMK control, and used it as a base from which to launch its operations for the following several years."
1487,riv,591,13,2014-04-30,AI allegedly beheaded a PKK fighter it captured in Syria. 
1489,spl,309,601,2010-12-00,"The Bangsamoro Islamic Freedom Fighters (BIFF) emerged in December 2010 as a splinter group of the Moro Islamic Liberation Front (MILF). The BIFF was founded by Ameril Umbra Kato, a MILF commander who broke away from the MILF because of ideological and tactical disagreements with the group's leadership."
1491,spl,601,603,2013-11-00,"The Justice for Islamic Movement (JIM) was established as a splinter group of the Bangsamoro Islamic Freedom Fighters (BIFF) in December 2014. Mohammad Ali Tambako founded the JIM when he left or was ousted from the BIFF in 2013, after conducting an attack against a Christian community."
1493,all,379,601,2014-02-00,The Moro National Liberation Front (MNLF) announced an alliance with the Bangsamoro Islamic Freedom Fighters (BIFF) in February 2014. Both groups oppose peace negotiations between the Philippine government and the Moro Islamic Liberation Front (MILF).
1497,all,601,603,2015-03-00,"The Bangsamoro Islamic Freedom Fighters (BIFF) and the Justice Islamic Movement (JIM) may have formed an alliance in March 2015. Whether or not a formal alliance exists, the two groups have cooperated and fought alongside each other in the past."
1501,all,599,605,1997-00-00,"The Revolutionary Proletarian Army (RPA) and the Alex Boncayao Brigade (ABB) created a formal alliance in 1997 and are sometimes referred to together as the RPA-ABB. The two groups formed a political wing called Rebolusyonaryong Partido ng Manggagawa ng Pilipinas (RPM-P), for which they serve as the armed wing."
1505,riv,589,395,2007-05-00,"AQKB militants claimed responsibility for a car bomb that was detonated at the Kurdistan Interior and Security Ministries building, killing 19 civilians. The Kurdistan government was led by the KDP and PUK."
1507,riv,395,1,2014-09-00,AQKB released a statement condemning IS in April 2014.  Unconfirmed reports surfaced in the summer of 2014 of AQKB militants fighting IS forces in Iraqi Kurdistan.
1509,all,395,1,2007-05-00,"AQKB was a member of the Islamic State in Iraq (ISI), the umbrella organization founded by AQI."
1523,spl,149,605,1992-00-00,"Sometime in the early 1990s, the Revolutionary Proletarian Army (RPA) formed as a splinter group of the Communist Party of the Philippines-New People's Army (CPP-NPA) because of ideological and tactical disagreements within the CPP-NPA. The exact year of the RPA's split is unclear."
1525,riv,379,152,2013-02-09,"After especially violent clashes between the Moro National Liberation Front (MNLF) and the Abu Sayyaf Group (ASG), MNLF leader Nur Misuari announced that his group would no longer tolerate ASG activities in the Philippines' Sulu province and planned to eliminate the ASG from the area."
1521,riv,149,599,1993-00-00,"The relationship between the Alex Boncayao Brigade (ABB) and the Communist Party of the Philippines-New People's Army (CPP-NPA) has been hostile, with clashes between the two groups since the former broke away from the latter in the early 1990s."
1529,all,379,309,2014-10-14,"The Moro National Liberation Front (MNLF) and the Moro Islamic Liberation Front (MILF) signed an agreement establishing the Bangsamoro Coordination Forum (BCF), an attempt to coordinate MNLF-MILF efforts in promoting the welfare of Filipino Muslims. The agreement was signed under the auspices of the Organization of Islamic Cooperation (OIC)."
1531,riv,379,309,2013-05-16,Moro National Liberation Front (MNLF) members and Moro Islamic Liberation Front (MILF) members clashed in the province of Cotabato. Fighting between the MNLF and the MILF erupted sporadically throughout 2013.
1533,all,379,152,2015-08-00,"Members of the Moro National Liberation Front (MNLF) allegedly joined the Abu Sayyaf Group (ASG) in a clash with Philippine forces in Indanan, Sulu."
1535,all,309,601,2015-01-25,Moro Islamic Liberation Front (MILF) members and Bangsamoro Islamic Freedom Fighters (BIFF) members were involved in an attack on Philippine forces that killed forty-four government troops. The troops were conducting a military operation in an area of Maguindanao dominated by the MILF and the BIFF.
1537,riv,152,309,2015-02-08,The Abu Sayyaf Group (ASG) attacked members of the Moro Islamic Liberation Front (MILF) on the island of Basilan. Government forces rescued the MILF members from the siege.
1539,all,152,309,2005-01-00,A group that included one hundred Moro Islamic Liberation Front (MILF) fighters and some Abu Sayyaf Group (ASG) fighters attacked Philippine forces in the province of Maguindanao. The attack resulted in the deaths of twenty-three government soldiers.
1547,all,609,21,2015-00-00,Ansar al-Islam Syria is believed to be cooperating with Al Qaeda and Jabhat al-Nusra in the Aleppo region of Syria against Assad regime forces and the Islamic State.
1549,riv,609,1,2014-10-00,Unconfirmed reports suggest that Ansar al-Islam Syria has fought against IS in the Aleppo region of Syria.
1555,all,611,367,2012-09-00,The Al Mulathamun Battalion still swore its allegiance to Omar Mullah and the Taliban.
1737,spl,637,65,1998-00-00,"In 1998, the GIA became divided over the issue of attacking civilians, and a group of militants, lead by Hassan Hattab, split to form the Salafist Group for Preaching and Combat (GSPC), which later changed its name to Al Qaeda in the Islamic Maghreb (AQIM).  "
1559,all,613,21,2013-08-00,"Al Murabitoun swore allegiance to Al Qaeda (AQ) and allegedly operated to a certain extent under AQ orders, although AQ never publicly acknowledged the group as an affiliate."
1561,all,613,367,2013-11-00,Al Muabitoun swore allegiance to Omar Mullah and the Taliban.
1563,aff,615,21,2014-09-03,"AQ leader Aymenn al-Zawahiri announced the formation of a new AQ affiliate group, Al Qaeda in the Indian Subcontinent, in a video released on September 3, 2014."
1565,all,615,219,2014-09-03,"Several members of AQIS's senior leadership, most notably Shura Council member Imran Ali Siddiqi, are known leaders of Hakat-ul-Mujahedeen."
1567,riv,591,609,2016-02-00,"In February 2016, AI-Syria and the Kurdistan Workers’ Party (PKK) clashed in the Ashrafiyeh neighborhood of Aleppo. 
"
1569,riv,1,143,2015-12-00,"IS claimed responsibility for a suicide bombing at a soccer game sponsored by AAH in a town south of Baghdad that killed 31 people, including 5 AAH members. While AAH has been very active against IS in Iraq, there have been no confirmed independent AAH attacks against IS in Syria."
1571,aff,617,1,2014-08-00,"In 2014, lead of JAT, Abu Bakar Ba’asyir, declared allegiance to the Islamic State. Following this declaration, his sons split from JAT to create a new rival organization focused on implementing Shariah Law, as opposed to establishing a caliphate. "
1573,riv,617,251,2008-00-00,"In 2008, Abu Bakar Ba’asyir co-founder and leader of Jemmah Islamiya (JI), he split to form Jemaah Anshorut Tauhid (JAT) because of differences in strategy and tactics from the rest of the JI leadership. "
1575,aff,1,251,2014-07-00,"Abu Bakar Ba’asyir, the co-founder of Jemaah Islamiyah pledged loyalty to IS in July 2014. However, it is uncertain if Ba’asyir is still the leader of JI because he broke with JI to form Jemaah Anshorut Tauhid (JAT) in 2008."
1577,aff,601,1,2014-08-00,"In a series of video clips uploaded on YouTube, the Bangsamoro Islamic Freedom Fighters (BIFF) declared their allegiance to the Islamic State. The declaration was confirmed by a BIFF spokesman in a phone call with Agence France?Presse."
1579,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action."
1581,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action."
1583,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action."
1585,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action."
1587,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action."
1589,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action."
1591,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action."
1593,all,409,1,2015-04-00,A branch of the Islamic Movement of Uzbekistan (IMU) declared unconditional allegiance to the Islamic State (IS). 
1595,riv,1,435,2016-05-13,IS claimed responsibility for an attack on soccer fans in the Shia town of Balad and the bombing of a nearby market.  The attacks led to reprisals on IS positions by the Badr Organization. 
1597,spl,361,619,2013-00-00,"Kata'ib Hezbollah and Asa'ib Ahl al-Haqq purportedly formed HN as a front group for routing fighters to Syria in 2013.  However, since that time the group begun to operate autonomously from KH and AAH, which have both begun sending fighters to Syria under their own banners.  "
1599,spl,143,619,2013-00-00,"Kata'ib Hezbollah and Asa'ib Ahl al-Haqq purportedly formed HN as a front group for routing fighters to Syria in 2013.  However, since that time the group begun to operate autonomously from KH and AAH, which have both begun sending fighters to Syria under their own banners.  "
1673,riv,1,143,2015-01-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""" While AAH has been very active against IS in Iraq, there have been no confirmed independent AAH attacks against IS in Syria."
1675,riv,1,57,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1677,riv,1,629,2015-04-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1905,riv,493,361,2015-11-00,Jabhat al-Nusra (Al-Nusra) captured two armored vehicles from Kata'ib Hezbollah (KH). KH later targeted Al-Nusra in an offensive in the Aleppo governorate.  
1611,aff,619,81,2014-00-00, HN receives significant financial and military aid from Hezbollah and the two groups have often coordinated operations on the ground in Syria when fighting alongside the Assad regime
1613,riv,1,619,2014-06-00,HN has fought against IS in both Iraq and Syria.  In Iraq its efforts against IS have mainly centered in the Salahaldin Province. 
1641,aff,21,61,2009-00-00,Al Shabaab officially pledged allegiance to Al Qaeda.
1643,mer,61,487,2010-02-00,One faction of the Ras Kamboni Brigade formally joined Al Shabaab and ceased to exist as a separate organization. 
1645,riv,113,109,2010-00-00,"ASWJ attacked the town of Beledweyne near the Ethiopian border, controlled by Hizbul Islam, and captured it after a two-day battle in late 2010."
1647,aff,21,113,2010-04-00,Hizbul Islam pledged allegiance to Al Qaeda.
1651,all,21,99,1991-00-00,"From 1991 to 1992, Al Qaeda's Osama bin Laden reportedly sent Islamic extremists to help AIAI organize its fighters and provide social services."
1657,all,627,361,2014-07-00,"KIA was founded by Abu Mahdi al-Muhandis, who is also the commander of KH.  The two groups have close ties and often coordinate on military operations."
1659,all,627,435,2014-07-00,"Abu Mahdi al-Muhandis, the founder of KIA, was previously a top commander in the Badr Organization and has facilitated a close working relationship between the two organizations. "
1655,mer,487,113,2009-02-00,"Four Somali Islamist groups merged to form Hizbul Islam. The four original groups were the Alliance for the Re-liberation of Somalia (ARS), the Ras Kamboni Brigade, Jabhatul Islamiya (Islamic Front), and Anole, also called the Anoole Forces."
1661,riv,1,627,2014-09-00,"Kata'ib al-Imam Ali (KIA) released a video depicting its soldiers beheading captured Islamic State (IS) fighters in Amerli. While KIA opposes IS in Iraq, there have been no verifiably confirmed KIA attacks against IS in Syria."
1671,riv,1,619,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1679,riv,1,627,2015-06-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""" While KIA opposes IS in Iraq, there have been no verifiably confirmed KIA attacks against IS in Syria."
1681,riv,1,435,2015-08-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""" While the Badr Organization opposes IS in Iraq, there have been no verifiably confirmed Badr Organization attacks against IS in Syria."
1669,riv,1,629,2013-06-00,KSS has fought IS in both Iraq and Syria since its inception in May 2013.
1685,all,361,143,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1687,all,361,57,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1689,all,361,629,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1691,all,361,627,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1693,all,361,435,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1695,all,619,143,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1697,all,619,57,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1699,all,619,629,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1701,all,619,627,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1703,all,619,619,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1705,all,619,435,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1707,all,143,57,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1709,all,143,629,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1711,all,143,627,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1713,all,143,435,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1715,all,57,629,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1717,all,57,627,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1719,all,57,435,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1721,all,629,627,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1723,all,629,435,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1725,all,627,435,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called """"Second Battle of Tikrit."""""
1727,riv,11,1,2008-00-00,"The Reformation and Jihad Front (RJF), of which AS Shariah is a founding member, had a long running feud with AQI over tactics. For their part, AQI often sought to sabotage RJF activities, such as reconciliation talks with the Iraqi government. "
1729,riv,11,1,2008-00-00,"The Reformation and Jihad Front (RJF), of which AS Shariah is a founding member, had a long running feud with AQI over tactics. For their part, AQI often sought to sabotage RJF activities, such as reconciliation talks with the Iraqi government. "
1731,riv,143,57,2008-00-00,AAH conducted a assassination campaign against high level Sadrist leaders.  The most high profile assassination was that of Sadrist parliamentarian Saleh al- Ugaili in 2008.
1733,riv,143,57,2008-00-00,AAH conducted a assassination campaign against high level Sadrist leaders.  The most high profile assassination was that of Sadrist parliamentarian Saleh al- Ugaili in 2008.
1735,riv,143,57,2010-00-00,Violent clashes between AAH troops and Sadrist supporters increased after Qais al-Khazali's release from prison in 2010. 
1739,spl,65,631,2011-00-00,The Mouvement pour l’Unification et le Jihad en Afrique de l’Ouest (MUJAO) split from Al Qaeda in the Islamic Maghreb (AQIM) in 2011.   MUJAO founders Ahmed el-Tilemsi and Hamad el-Khairy  allegedly split from AQIM  because of a lack of black Africans and surplus of Algerians in leadership roles in AQIM. 
